gi,seq_names,species,genus,family,order,class,phylum,taxid,seqs,cluster,id
374325525,rRNA_gi|374325525|ref|NC_016645.1|_127216-130814_DIR+ /molecule=16s_rRNA /score=193.5,1104324,2276,2267,2266,183924,28889,1104324,rRNA_gi|374325525|ref|NC_016645.1|_127216-130814_DIR+,cluster_0.99_1,1
117617447,rRNA_gi|117617447|ref|NC_008570.1|_214913-216445_DIR+ /molecule=16s_rRNA /score=1958.2,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_214913-216445_DIR+,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_3955217-3956749_DIR- /molecule=16s_rRNA /score=1957.0,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_3955217-3956749_DIR-,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_349952-351484_DIR+ /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_349952-351484_DIR+,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_4452906-4454438_DIR- /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_4452906-4454438_DIR-,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_803849-805381_DIR+ /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_803849-805381_DIR+,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_933026-934558_DIR+ /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_933026-934558_DIR+,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_85180-86712_DIR+ /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_85180-86712_DIR+,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_4369884-4371416_DIR- /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_4369884-4371416_DIR-,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_163378-164910_DIR+ /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_163378-164910_DIR+,cluster_0.99_483,483
117617447,rRNA_gi|117617447|ref|NC_008570.1|_4701335-4702867_DIR- /molecule=16s_rRNA /score=1957.6,644,642,84642,135624,1236,1224,380703,rRNA_gi|117617447|ref|NC_008570.1|_4701335-4702867_DIR-,cluster_0.99_483,483
386338936,rRNA_gi|386338936|ref|NC_017579.1|_374769-376301_DIR+ /molecule=16s_rRNA /score=1965.1,62322,22,267890,135622,1236,1224,693970,rRNA_gi|386338936|ref|NC_017579.1|_374769-376301_DIR+,cluster_0.99_484,484
386338936,rRNA_gi|386338936|ref|NC_017579.1|_1273683-1275215_DIR+ /molecule=16s_rRNA /score=1967.7,62322,22,267890,135622,1236,1224,693970,rRNA_gi|386338936|ref|NC_017579.1|_1273683-1275215_DIR+,cluster_0.99_484,484
126172257,rRNA_gi|126172257|ref|NC_009052.1|_4133223-4134755_DIR- /molecule=16s_rRNA /score=1968.9,62322,22,267890,135622,1236,1224,325240,rRNA_gi|126172257|ref|NC_009052.1|_4133223-4134755_DIR-,cluster_0.99_484,484
126172257,rRNA_gi|126172257|ref|NC_009052.1|_266577-268109_DIR+ /molecule=16s_rRNA /score=1968.9,62322,22,267890,135622,1236,1224,325240,rRNA_gi|126172257|ref|NC_009052.1|_266577-268109_DIR+,cluster_0.99_484,484
386338936,rRNA_gi|386338936|ref|NC_017579.1|_4227658-4229190_DIR- /molecule=16s_rRNA /score=1968.9,62322,22,267890,135622,1236,1224,693970,rRNA_gi|386338936|ref|NC_017579.1|_4227658-4229190_DIR-,cluster_0.99_484,484
336122587,rRNA_gi|336122587|ref|NC_015633.1|_73024-74556_DIR- /molecule=16s_rRNA /score=1918.5,55601,662,641,135623,1236,1224,882102,rRNA_gi|336122587|ref|NC_015633.1|_73024-74556_DIR-,cluster_0.99_485,485
537452888,rRNA_gi|537452888|ref|NC_022223.1|_248910-250442_DIR+ /molecule=16s_rRNA /score=1913.5,55601,662,641,135623,1236,1224,882944,rRNA_gi|537452888|ref|NC_022223.1|_248910-250442_DIR+,cluster_0.99_485,485
537452888,rRNA_gi|537452888|ref|NC_022223.1|_73023-74555_DIR- /molecule=16s_rRNA /score=1918.5,55601,662,641,135623,1236,1224,882944,rRNA_gi|537452888|ref|NC_022223.1|_73023-74555_DIR-,cluster_0.99_485,485
537452888,rRNA_gi|537452888|ref|NC_022223.1|_725707-727239_DIR+ /molecule=16s_rRNA /score=1918.0,55601,662,641,135623,1236,1224,882944,rRNA_gi|537452888|ref|NC_022223.1|_725707-727239_DIR+,cluster_0.99_485,485
336122587,rRNA_gi|336122587|ref|NC_015633.1|_725782-727314_DIR+ /molecule=16s_rRNA /score=1918.0,55601,662,641,135623,1236,1224,882102,rRNA_gi|336122587|ref|NC_015633.1|_725782-727314_DIR+,cluster_0.99_485,485
336122587,rRNA_gi|336122587|ref|NC_015633.1|_248916-250448_DIR+ /molecule=16s_rRNA /score=1913.5,55601,662,641,135623,1236,1224,882102,rRNA_gi|336122587|ref|NC_015633.1|_248916-250448_DIR+,cluster_0.99_485,485
326423644,rRNA_gi|326423644|ref|NC_004459.3|_1060774-1062306_DIR+ /molecule=16s_rRNA /score=1919.5,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_1060774-1062306_DIR+,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_2952674-2954200_DIR- /molecule=16s_rRNA /score=1910.4,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_2952674-2954200_DIR-,cluster_0.99_486,486
320157827,rRNA_gi|320157827|ref|NC_014966.1|_292511-294041_DIR+ /molecule=16s_rRNA /score=1910.1,672,662,641,135623,1236,1224,914127,rRNA_gi|320157827|ref|NC_014966.1|_292511-294041_DIR+,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_1478329-1479859_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_1478329-1479859_DIR+,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_3303437-3304967_DIR- /molecule=16s_rRNA /score=1926.3,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_3303437-3304967_DIR-,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_978400-979930_DIR- /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_978400-979930_DIR-,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_470461-471992_DIR+ /molecule=16s_rRNA /score=1923.7,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_470461-471992_DIR+,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_1170286-1171816_DIR+ /molecule=16s_rRNA /score=1929.8,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_1170286-1171816_DIR+,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_32728-34258_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_32728-34258_DIR+,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_48097-49627_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_48097-49627_DIR+,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_932193-933723_DIR- /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_932193-933723_DIR-,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_3261632-3263162_DIR- /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_3261632-3263162_DIR-,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_177895-179425_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_177895-179425_DIR+,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_937696-939226_DIR- /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_937696-939226_DIR-,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_376343-377873_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_376343-377873_DIR+,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_717240-718770_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_717240-718770_DIR+,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_1389745-1391275_DIR+ /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_1389745-1391275_DIR+,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_2946936-2948466_DIR- /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_2946936-2948466_DIR-,cluster_0.99_486,486
326423644,rRNA_gi|326423644|ref|NC_004459.3|_475702-477232_DIR- /molecule=16s_rRNA /score=1929.9,672,662,641,135623,1236,1224,216895,rRNA_gi|326423644|ref|NC_004459.3|_475702-477232_DIR-,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_3119219-3120750_DIR- /molecule=16s_rRNA /score=1922.5,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_3119219-3120750_DIR-,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_3159896-3161425_DIR- /molecule=16s_rRNA /score=1907.5,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_3159896-3161425_DIR-,cluster_0.99_486,486
37675660,rRNA_gi|37675660|ref|NC_005140.1|_305651-307180_DIR+ /molecule=16s_rRNA /score=1920.5,672,662,641,135623,1236,1224,196600,rRNA_gi|37675660|ref|NC_005140.1|_305651-307180_DIR+,cluster_0.99_486,486
326424156,rRNA_gi|326424156|ref|NC_004460.2|_1579211-1580741_DIR+ /molecule=16s_rRNA /score=1919.1,672,662,641,135623,1236,1224,216895,rRNA_gi|326424156|ref|NC_004460.2|_1579211-1580741_DIR+,cluster_0.99_486,486
37678184,rRNA_gi|37678184|ref|NC_005139.1|_3041410-3042940_DIR- /molecule=16s_rRNA /score=1926.4,672,662,641,135623,1236,1224,196600,rRNA_gi|37678184|ref|NC_005139.1|_3041410-3042940_DIR-,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_157228-158760_DIR+ /molecule=16s_rRNA /score=1887.0,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_157228-158760_DIR+,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_2663890-2665420_DIR- /molecule=16s_rRNA /score=1908.4,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_2663890-2665420_DIR-,cluster_0.99_486,486
320154846,rRNA_gi|320154846|ref|NC_014965.1|_381846-383378_DIR+ /molecule=16s_rRNA /score=1917.4,672,662,641,135623,1236,1224,914127,rRNA_gi|320154846|ref|NC_014965.1|_381846-383378_DIR+,cluster_0.99_486,486
157373141,rRNA_gi|157373141|ref|NC_009831.1|_4256956-4258488_DIR- /molecule=16s_rRNA /score=1968.1,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_4256956-4258488_DIR-,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_505889-507419_DIR+ /molecule=16s_rRNA /score=1967.4,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_505889-507419_DIR+,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_498850-500380_DIR+ /molecule=16s_rRNA /score=1967.4,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_498850-500380_DIR+,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_5476006-5477536_DIR- /molecule=16s_rRNA /score=1968.7,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_5476006-5477536_DIR-,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_2146027-2147557_DIR+ /molecule=16s_rRNA /score=1968.1,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_2146027-2147557_DIR+,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_5469223-5470753_DIR- /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_5469223-5470753_DIR-,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_51967-53497_DIR+ /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_51967-53497_DIR+,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_491508-493038_DIR+ /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_491508-493038_DIR+,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_5258989-5260519_DIR- /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_5258989-5260519_DIR-,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_325699-327229_DIR+ /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_325699-327229_DIR+,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_5311298-5312828_DIR- /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_5311298-5312828_DIR-,cluster_0.99_487,487
157373141,rRNA_gi|157373141|ref|NC_009831.1|_318985-320515_DIR+ /molecule=16s_rRNA /score=1967.5,271097,22,267890,135622,1236,1224,425104,rRNA_gi|157373141|ref|NC_009831.1|_318985-320515_DIR+,cluster_0.99_487,487
170724370,rRNA_gi|170724370|ref|NC_010506.1|_53358-54890_DIR+ /molecule=16s_rRNA /score=1974.8,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_53358-54890_DIR+,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_5484261-5485791_DIR- /molecule=16s_rRNA /score=1980.0,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_5484261-5485791_DIR-,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_5683576-5685105_DIR- /molecule=16s_rRNA /score=1977.9,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_5683576-5685105_DIR-,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_344054-345584_DIR+ /molecule=16s_rRNA /score=1976.8,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_344054-345584_DIR+,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_4527957-4529487_DIR- /molecule=16s_rRNA /score=1976.8,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_4527957-4529487_DIR-,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_3440647-3442177_DIR- /molecule=16s_rRNA /score=1976.5,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_3440647-3442177_DIR-,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_5630821-5632351_DIR- /molecule=16s_rRNA /score=1975.3,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_5630821-5632351_DIR-,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_5476512-5478042_DIR- /molecule=16s_rRNA /score=1974.4,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_5476512-5478042_DIR-,cluster_0.99_488,488
170724370,rRNA_gi|170724370|ref|NC_010506.1|_5873527-5875058_DIR- /molecule=16s_rRNA /score=1977.3,60961,22,267890,135622,1236,1224,392500,rRNA_gi|170724370|ref|NC_010506.1|_5873527-5875058_DIR-,cluster_0.99_488,488
294138771,rRNA_gi|294138771|ref|NC_014012.1|_592591-594123_DIR+ /molecule=16s_rRNA /score=1960.4,60217,22,267890,135622,1236,1224,637905,rRNA_gi|294138771|ref|NC_014012.1|_592591-594123_DIR+,cluster_0.99_489,489
294138771,rRNA_gi|294138771|ref|NC_014012.1|_599580-601112_DIR+ /molecule=16s_rRNA /score=1958.1,60217,22,267890,135622,1236,1224,637905,rRNA_gi|294138771|ref|NC_014012.1|_599580-601112_DIR+,cluster_0.99_489,489
385785459,rRNA_gi|385785459|ref|NC_017445.1|_1594902-1596434_DIR+ /molecule=16s_rRNA /score=1913.4,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_1594902-1596434_DIR+,cluster_0.99_490,490
385785459,rRNA_gi|385785459|ref|NC_017445.1|_2182222-2183750_DIR+ /molecule=16s_rRNA /score=1932.9,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_2182222-2183750_DIR+,cluster_0.99_490,490
385785459,rRNA_gi|385785459|ref|NC_017445.1|_912553-914083_DIR- /molecule=16s_rRNA /score=1938.1,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_912553-914083_DIR-,cluster_0.99_490,490
385785459,rRNA_gi|385785459|ref|NC_017445.1|_1507272-1508802_DIR+ /molecule=16s_rRNA /score=1942.1,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_1507272-1508802_DIR+,cluster_0.99_490,490
385785459,rRNA_gi|385785459|ref|NC_017445.1|_1460453-1461984_DIR+ /molecule=16s_rRNA /score=1920.7,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_1460453-1461984_DIR+,cluster_0.99_490,490
385785459,rRNA_gi|385785459|ref|NC_017445.1|_204261-205791_DIR- /molecule=16s_rRNA /score=1933.7,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_204261-205791_DIR-,cluster_0.99_490,490
385785459,rRNA_gi|385785459|ref|NC_017445.1|_1313724-1315256_DIR+ /molecule=16s_rRNA /score=1854.6,215689,551,543,91347,1236,1224,215689,rRNA_gi|385785459|ref|NC_017445.1|_1313724-1315256_DIR+,cluster_0.99_491,491
560154719,rRNA_gi|560154719|ref|NC_022912.1|_3572216-3573748_DIR- /molecule=16s_rRNA /score=1930.0,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|560154719|ref|NC_022912.1|_3572216-3573748_DIR-,cluster_0.99_492,492
386707734,rRNA_gi|386707734|ref|NC_017664.1|_3636689-3638218_DIR- /molecule=16s_rRNA /score=1961.9,562,561,543,91347,1236,1224,566546,rRNA_gi|386707734|ref|NC_017664.1|_3636689-3638218_DIR-,cluster_0.99_492,492
386607309,rRNA_gi|386607309|ref|NC_017635.1|_3640196-3641725_DIR- /molecule=16s_rRNA /score=1961.9,562,561,543,91347,1236,1224,566546,rRNA_gi|386607309|ref|NC_017635.1|_3640196-3641725_DIR-,cluster_0.99_492,492
378710836,rRNA_gi|378710836|ref|NC_016902.1|_464348-465877_DIR+ /molecule=16s_rRNA /score=1961.9,562,561,543,91347,1236,1224,595495,rRNA_gi|378710836|ref|NC_016902.1|_464348-465877_DIR+,cluster_0.99_492,492
544388862,rRNA_gi|544388862|ref|NC_022364.1|_3548942-3550471_DIR- /molecule=16s_rRNA /score=1961.9,562,561,543,91347,1236,1224,1335916,rRNA_gi|544388862|ref|NC_022364.1|_3548942-3550471_DIR-,cluster_0.99_492,492
386698504,rRNA_gi|386698504|ref|NC_017660.1|_1347708-1349237_DIR+ /molecule=16s_rRNA /score=1961.9,562,561,543,91347,1236,1224,595495,rRNA_gi|386698504|ref|NC_017660.1|_1347708-1349237_DIR+,cluster_0.99_492,492
560154719,rRNA_gi|560154719|ref|NC_022912.1|_3159683-3161215_DIR- /molecule=16s_rRNA /score=1930.0,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|560154719|ref|NC_022912.1|_3159683-3161215_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_3722473-3724002_DIR- /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_3722473-3724002_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_3209663-3211192_DIR- /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_3209663-3211192_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_3490211-3491740_DIR- /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_3490211-3491740_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_2625389-2626918_DIR- /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_2625389-2626918_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_3448249-3449778_DIR- /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_3448249-3449778_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_3623395-3624924_DIR- /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_3623395-3624924_DIR-,cluster_0.99_492,492
82775382,rRNA_gi|82775382|ref|NC_007606.1|_224751-226280_DIR+ /molecule=16s_rRNA /score=1953.7,622,620,543,91347,1236,1224,300267,rRNA_gi|82775382|ref|NC_007606.1|_224751-226280_DIR+,cluster_0.99_492,492
386698504,rRNA_gi|386698504|ref|NC_017660.1|_906477-908006_DIR+ /molecule=16s_rRNA /score=1961.9,562,561,543,91347,1236,1224,595495,rRNA_gi|386698504|ref|NC_017660.1|_906477-908006_DIR+,cluster_0.99_492,492
386607309,rRNA_gi|386607309|ref|NC_017635.1|_4471858-4473387_DIR+ /molecule=16s_rRNA /score=1961.5,562,561,543,91347,1236,1224,566546,rRNA_gi|386607309|ref|NC_017635.1|_4471858-4473387_DIR+,cluster_0.99_492,492
378710836,rRNA_gi|378710836|ref|NC_016902.1|_4552855-4554385_DIR- /molecule=16s_rRNA /score=1952.6,562,561,543,91347,1236,1224,595495,rRNA_gi|378710836|ref|NC_016902.1|_4552855-4554385_DIR-,cluster_0.99_492,492
386707734,rRNA_gi|386707734|ref|NC_017664.1|_4256358-4257887_DIR+ /molecule=16s_rRNA /score=1961.3,562,561,543,91347,1236,1224,566546,rRNA_gi|386707734|ref|NC_017664.1|_4256358-4257887_DIR+,cluster_0.99_492,492
472328233,rRNA_gi|472328233|ref|NC_020831.1|_88961-90493_DIR- /molecule=16s_rRNA /score=1862.6,91844,235572,28256,135619,1236,1224,1297582,rRNA_gi|472328233|ref|NC_020831.1|_88961-90493_DIR-,cluster_0.99_493,493
302669374,rRNA_gi|302669374|ref|NC_014387.1|_1535795-1537327_DIR+ /molecule=16s_rRNA /score=1815.0,43305,830,186803,186802,186801,1239,515622,rRNA_gi|302669374|ref|NC_014387.1|_1535795-1537327_DIR+,cluster_0.99_494,494
302669374,rRNA_gi|302669374|ref|NC_014387.1|_92472-94004_DIR+ /molecule=16s_rRNA /score=1817.1,43305,830,186803,186802,186801,1239,515622,rRNA_gi|302669374|ref|NC_014387.1|_92472-94004_DIR+,cluster_0.99_494,494
302669374,rRNA_gi|302669374|ref|NC_014387.1|_290213-291745_DIR+ /molecule=16s_rRNA /score=1813.1,43305,830,186803,186802,186801,1239,515622,rRNA_gi|302669374|ref|NC_014387.1|_290213-291745_DIR+,cluster_0.99_494,494
302669123,rRNA_gi|302669123|ref|NC_014388.1|_63957-65489_DIR+ /molecule=16s_rRNA /score=1817.5,43305,830,186803,186802,186801,1239,515622,rRNA_gi|302669123|ref|NC_014388.1|_63957-65489_DIR+,cluster_0.99_494,494
302669374,rRNA_gi|302669374|ref|NC_014387.1|_729051-730583_DIR+ /molecule=16s_rRNA /score=1813.6,43305,830,186803,186802,186801,1239,515622,rRNA_gi|302669374|ref|NC_014387.1|_729051-730583_DIR+,cluster_0.99_494,494
302669123,rRNA_gi|302669123|ref|NC_014388.1|_73364-74896_DIR+ /molecule=16s_rRNA /score=1813.6,43305,830,186803,186802,186801,1239,515622,rRNA_gi|302669123|ref|NC_014388.1|_73364-74896_DIR+,cluster_0.99_494,494
565990029,rRNA_gi|565990029|ref|NC_023037.1|_2699643-2701174_DIR+ /molecule=16s_rRNA /score=1886.6,NA,NA,NA,NA,NA,NA,NA,rRNA_gi|565990029|ref|NC_023037.1|_2699643-2701174_DIR+,cluster_0.99_495,495
312126262,rRNA_gi|312126262|ref|NC_014652.1|_2338554-2340085_DIR- /molecule=16s_rRNA /score=1833.7,413888,44000,543371,68295,186801,1239,632292,rRNA_gi|312126262|ref|NC_014652.1|_2338554-2340085_DIR-,cluster_0.99_496,496
312126262,rRNA_gi|312126262|ref|NC_014652.1|_336975-338506_DIR+ /molecule=16s_rRNA /score=1833.7,413888,44000,543371,68295,186801,1239,632292,rRNA_gi|312126262|ref|NC_014652.1|_336975-338506_DIR+,cluster_0.99_496,496
312126262,rRNA_gi|312126262|ref|NC_014652.1|_1062777-1064308_DIR+ /molecule=16s_rRNA /score=1833.7,413888,44000,543371,68295,186801,1239,632292,rRNA_gi|312126262|ref|NC_014652.1|_1062777-1064308_DIR+,cluster_0.99_496,496
312792283,rRNA_gi|312792283|ref|NC_014721.1|_144544-146075_DIR+ /molecule=16s_rRNA /score=1837.2,52765,44000,543371,68295,186801,1239,632335,rRNA_gi|312792283|ref|NC_014721.1|_144544-146075_DIR+,cluster_0.99_497,497
312792283,rRNA_gi|312792283|ref|NC_014721.1|_1788456-1789987_DIR- /molecule=16s_rRNA /score=1830.2,52765,44000,543371,68295,186801,1239,632335,rRNA_gi|312792283|ref|NC_014721.1|_1788456-1789987_DIR-,cluster_0.99_497,497
