cluster	threshold	id	seqs	gi	count	new_names	reduced	dedup	rep_name
cluster_1.00_2431	1.00	2431	rRNA_gi|529218781|ref|NC_021984.1|_3506624-3508153_DIR-	529218781	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|537435369|ref|NC_022221.1|_3408427-3409956_DIR-	537435369	4	ID.5112	0	0	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|378953804|ref|NC_016831.1|_3458332-3459861_DIR-	378953804	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|378953804|ref|NC_016831.1|_3552785-3554314_DIR-	378953804	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|529218781|ref|NC_021984.1|_2733880-2735409_DIR-	529218781	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|529218781|ref|NC_021984.1|_3601009-3602538_DIR-	529218781	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|537435369|ref|NC_022221.1|_4218883-4220412_DIR+	537435369	4	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|378953804|ref|NC_016831.1|_2729648-2731177_DIR-	378953804	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|537435369|ref|NC_022221.1|_3546415-3547944_DIR-	537435369	4	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|529218781|ref|NC_021984.1|_3757550-3759079_DIR-	529218781	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|378953804|ref|NC_016831.1|_3711490-3713019_DIR-	378953804	5	NA	NA	1	ID.5112
cluster_1.00_2431	1.00	2431	rRNA_gi|537435369|ref|NC_022221.1|_3451757-3453286_DIR-	537435369	4	NA	NA	1	ID.5112
cluster_1.00_2432	1.00	2432	rRNA_gi|525855729|ref|NC_021818.1|_453358-454887_DIR+	525855729	1	ID.1335	0	0	ID.1335
cluster_1.00_2433	1.00	2433	rRNA_gi|197361212|ref|NC_011147.1|_293368-294897_DIR+	197361212	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|56412276|ref|NC_006511.1|_3875162-3876691_DIR+	56412276	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|56412276|ref|NC_006511.1|_4166990-4168519_DIR+	56412276	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|56412276|ref|NC_006511.1|_3974295-3975824_DIR+	56412276	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|197361212|ref|NC_011147.1|_3969979-3971508_DIR+	197361212	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|197361212|ref|NC_011147.1|_2613506-2615035_DIR-	197361212	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|56412276|ref|NC_006511.1|_2617970-2619499_DIR-	56412276	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|197361212|ref|NC_011147.1|_3870839-3872368_DIR+	197361212	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|56412276|ref|NC_006511.1|_293328-294857_DIR+	56412276	5	NA	NA	1	ID.3693
cluster_1.00_2433	1.00	2433	rRNA_gi|197361212|ref|NC_011147.1|_3372534-3374063_DIR-	197361212	5	ID.3693	0	0	ID.3693
cluster_1.00_2434	1.00	2434	rRNA_gi|62178570|ref|NC_006905.1|_285178-286707_DIR+	62178570	1	ID.3453	0	0	ID.3453
cluster_1.00_2435	1.00	2435	rRNA_gi|194733902|ref|NC_011094.1|_3468385-3469914_DIR-	194733902	1	ID.3655	0	0	ID.3655
cluster_1.00_2436	1.00	2436	rRNA_gi|198241740|ref|NC_011205.1|_4128714-4130243_DIR+	198241740	2	NA	NA	1	ID.3062
cluster_1.00_2436	1.00	2436	rRNA_gi|198241740|ref|NC_011205.1|_4223064-4224593_DIR+	198241740	2	ID.3062	0	0	ID.3062
cluster_1.00_2436	1.00	2436	rRNA_gi|207855516|ref|NC_011294.1|_294198-295727_DIR+	207855516	1	NA	NA	1	ID.3062
cluster_1.00_2437	1.00	2437	rRNA_gi|198241740|ref|NC_011205.1|_4425124-4426653_DIR+	198241740	2	NA	NA	1	ID.1799
cluster_1.00_2437	1.00	2437	rRNA_gi|198241740|ref|NC_011205.1|_290022-291551_DIR+	198241740	2	ID.1799	0	0	ID.1799
cluster_1.00_2438	1.00	2438	rRNA_gi|378958130|ref|NC_016832.1|_3396200-3397729_DIR-	378958130	1	ID.2108	0	0	ID.2108
cluster_1.00_2439	1.00	2439	rRNA_gi|29140543|ref|NC_004631.1|_3407563-3409092_DIR-	29140543	3	NA	NA	1	ID.1963
cluster_1.00_2439	1.00	2439	rRNA_gi|29140543|ref|NC_004631.1|_3541976-3543505_DIR-	29140543	3	NA	NA	1	ID.1963
cluster_1.00_2439	1.00	2439	rRNA_gi|378958130|ref|NC_016832.1|_3572989-3574518_DIR-	378958130	1	ID.1963	0	0	ID.1963
cluster_1.00_2439	1.00	2439	rRNA_gi|29140543|ref|NC_004631.1|_3584192-3585721_DIR-	29140543	3	NA	NA	1	ID.1963
cluster_1.00_2440	1.00	2440	rRNA_gi|488652559|ref|NC_021176.1|_3733021-3734550_DIR-	488652559	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|488652559|ref|NC_021176.1|_3541976-3543505_DIR-	488652559	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|378958130|ref|NC_016832.1|_3721821-3723350_DIR-	378958130	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|16758993|ref|NC_003198.1|_287486-289015_DIR+	16758993	3	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|488652559|ref|NC_021176.1|_4242146-4243675_DIR+	488652559	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|378958130|ref|NC_016832.1|_287486-289015_DIR+	378958130	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|16758993|ref|NC_003198.1|_3421905-3423434_DIR-	16758993	3	ID.318	0	0	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|29140543|ref|NC_004631.1|_287477-289006_DIR+	29140543	3	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|488652559|ref|NC_021176.1|_287477-289006_DIR+	488652559	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|29140543|ref|NC_004631.1|_3733024-3734553_DIR-	29140543	3	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|378958130|ref|NC_016832.1|_3530774-3532303_DIR-	378958130	4	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|16758993|ref|NC_003198.1|_4257499-4259028_DIR+	16758993	3	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|29140543|ref|NC_004631.1|_4242149-4243678_DIR+	29140543	3	NA	NA	1	ID.318
cluster_1.00_2440	1.00	2440	rRNA_gi|378958130|ref|NC_016832.1|_4230672-4232201_DIR+	378958130	4	NA	NA	1	ID.318
cluster_1.00_2441	1.00	2441	rRNA_gi|16758993|ref|NC_003198.1|_3598532-3600061_DIR-	16758993	2	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|452119554|ref|NC_020307.1|_2671838-2673367_DIR-	452119554	6	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|16758993|ref|NC_003198.1|_3747533-3749062_DIR-	16758993	2	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|452119554|ref|NC_020307.1|_4198183-4199712_DIR+	452119554	6	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|378958130|ref|NC_016832.1|_2689159-2690688_DIR-	378958130	1	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|488652559|ref|NC_021176.1|_3584192-3585721_DIR-	488652559	2	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|452119554|ref|NC_020307.1|_3429652-3431181_DIR+	452119554	6	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|452119554|ref|NC_020307.1|_2629568-2631097_DIR-	452119554	6	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|488652559|ref|NC_021176.1|_3407563-3409092_DIR-	488652559	2	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|452119554|ref|NC_020307.1|_2824759-2826288_DIR-	452119554	6	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|452119554|ref|NC_020307.1|_2924699-2926228_DIR-	452119554	6	NA	NA	1	ID.827
cluster_1.00_2441	1.00	2441	rRNA_gi|525855729|ref|NC_021818.1|_165312-166841_DIR+	525855729	1	ID.827	0	0	ID.827
cluster_1.00_2442	1.00	2442	rRNA_gi|194733902|ref|NC_011094.1|_2752788-2754317_DIR-	194733902	1	ID.1247	0	0	ID.1247
cluster_1.00_2442	1.00	2442	rRNA_gi|378982542|ref|NC_016860.1|_2795525-2797054_DIR-	378982542	1	NA	NA	1	ID.1247
cluster_1.00_2442	1.00	2442	rRNA_gi|482902549|ref|NC_021151.1|_288893-290422_DIR+	482902549	1	NA	NA	1	ID.1247
cluster_1.00_2443	1.00	2443	rRNA_gi|525855729|ref|NC_021818.1|_410333-411862_DIR+	525855729	1	ID.4846	0	0	ID.4846
cluster_1.00_2444	1.00	2444	rRNA_gi|62178570|ref|NC_006905.1|_4285504-4287033_DIR+	62178570	1	ID.633	0	0	ID.633
cluster_1.00_2445	1.00	2445	rRNA_gi|16758993|ref|NC_003198.1|_2716004-2717533_DIR-	16758993	1	ID.1905	0	0	ID.1905
cluster_1.00_2446	1.00	2446	rRNA_gi|563651606|ref|NC_022991.1|_2710963-2712492_DIR-	563651606	1	ID.3658	0	0	ID.3658
cluster_1.00_2447	1.00	2447	rRNA_gi|194447306|ref|NC_011083.1|_3584766-3586295_DIR-	194447306	1	NA	NA	1	ID.2688
cluster_1.00_2447	1.00	2447	rRNA_gi|525814190|ref|NC_021810.1|_508369-509898_DIR-	525814190	1	ID.2688	0	0	ID.2688
cluster_1.00_2447	1.00	2447	rRNA_gi|386589256|ref|NC_017623.1|_4242741-4244270_DIR-	386589256	1	NA	NA	1	ID.2688
cluster_1.00_2448	1.00	2448	rRNA_gi|198241740|ref|NC_011205.1|_4382209-4383738_DIR+	198241740	1	ID.2819	0	0	ID.2819
cluster_1.00_2449	1.00	2449	rRNA_gi|559996969|ref|NC_021812.2|_3986000-3987529_DIR-	559996969	1	ID.4769	0	0	ID.4769
cluster_1.00_2450	1.00	2450	rRNA_gi|197247352|ref|NC_011149.1|_2713561-2715090_DIR-	197247352	1	ID.2857	0	0	ID.2857
cluster_1.00_2451	1.00	2451	rRNA_gi|378697983|ref|NC_016810.1|_2800537-2802066_DIR-	378697983	1	NA	NA	1	ID.340
cluster_1.00_2451	1.00	2451	rRNA_gi|526218030|ref|NC_021820.1|_4089601-4091130_DIR-	526218030	1	ID.340	0	0	ID.340
cluster_1.00_2451	1.00	2451	rRNA_gi|378448274|ref|NC_016856.1|_2854041-2855570_DIR-	378448274	1	NA	NA	1	ID.340
cluster_1.00_2451	1.00	2451	rRNA_gi|378987404|ref|NC_016863.1|_2802294-2803823_DIR-	378987404	1	NA	NA	1	ID.340
cluster_1.00_2451	1.00	2451	rRNA_gi|549722728|ref|NC_022544.1|_2792883-2794412_DIR-	549722728	1	NA	NA	1	ID.340
cluster_1.00_2451	1.00	2451	rRNA_gi|383494824|ref|NC_017046.1|_2799490-2801019_DIR-	383494824	1	NA	NA	1	ID.340
cluster_1.00_2451	1.00	2451	rRNA_gi|379699217|ref|NC_016857.1|_2800537-2802066_DIR-	379699217	1	NA	NA	1	ID.340
cluster_1.00_2452	1.00	2452	rRNA_gi|378443454|ref|NC_016854.1|_2826780-2828309_DIR-	378443454	1	ID.3226	0	0	ID.3226
cluster_1.00_2453	1.00	2453	rRNA_gi|559996969|ref|NC_021812.2|_3241007-3242536_DIR-	559996969	1	ID.1086	0	0	ID.1086
cluster_1.00_2453	1.00	2453	rRNA_gi|386589256|ref|NC_017623.1|_3497454-3498983_DIR-	386589256	1	NA	NA	1	ID.1086
cluster_1.00_2453	1.00	2453	rRNA_gi|194447306|ref|NC_011083.1|_2808321-2809850_DIR-	194447306	1	NA	NA	1	ID.1086
cluster_1.00_2453	1.00	2453	rRNA_gi|525814190|ref|NC_021810.1|_4556840-4558369_DIR-	525814190	1	NA	NA	1	ID.1086
cluster_1.00_2454	1.00	2454	rRNA_gi|16763390|ref|NC_003197.1|_2800124-2801653_DIR-	16763390	1	NA	NA	1	ID.18
cluster_1.00_2454	1.00	2454	rRNA_gi|525836786|ref|NC_021814.1|_760911-762440_DIR+	525836786	1	NA	NA	1	ID.18
cluster_1.00_2454	1.00	2454	rRNA_gi|525855729|ref|NC_021818.1|_3799954-3801483_DIR-	525855729	1	ID.18	1	0	ID.18
cluster_1.00_2455	1.00	2455	rRNA_gi|559996969|ref|NC_021812.2|_38694-40223_DIR+	559996969	1	ID.2672	0	0	ID.2672
cluster_1.00_2455	1.00	2455	rRNA_gi|194447306|ref|NC_011083.1|_4390086-4391615_DIR+	194447306	1	NA	NA	1	ID.2672
cluster_1.00_2455	1.00	2455	rRNA_gi|525814190|ref|NC_021810.1|_1355158-1356687_DIR+	525814190	1	NA	NA	1	ID.2672
cluster_1.00_2456	1.00	2456	rRNA_gi|525945526|ref|NC_021844.1|_3683045-3684574_DIR-	525945526	1	ID.4908	0	0	ID.4908
cluster_1.00_2457	1.00	2457	rRNA_gi|207855516|ref|NC_011294.1|_3970492-3972021_DIR+	207855516	1	ID.738	0	0	ID.738
cluster_1.00_2458	1.00	2458	rRNA_gi|550899431|ref|NC_022569.1|_2869057-2870586_DIR-	550899431	1	ID.4244	0	0	ID.4244
cluster_1.00_2459	1.00	2459	rRNA_gi|525945526|ref|NC_021844.1|_1279521-1281050_DIR+	525945526	1	ID.2092	0	0	ID.2092
cluster_1.00_2460	1.00	2460	rRNA_gi|525945526|ref|NC_021844.1|_4430631-4432160_DIR-	525945526	1	ID.2738	0	0	ID.2738
cluster_1.00_2461	1.00	2461	rRNA_gi|528816716|ref|NC_021902.1|_4578169-4579698_DIR-	528816716	1	NA	NA	1	ID.1645
cluster_1.00_2461	1.00	2461	rRNA_gi|550899431|ref|NC_022569.1|_4272372-4273901_DIR+	550899431	1	NA	NA	1	ID.1645
cluster_1.00_2461	1.00	2461	rRNA_gi|194442203|ref|NC_011080.1|_4384823-4386352_DIR+	194442203	1	ID.1645	0	0	ID.1645
cluster_1.00_2462	1.00	2462	rRNA_gi|525855729|ref|NC_021818.1|_1301633-1303162_DIR+	525855729	1	ID.645	0	0	ID.645
cluster_1.00_2463	1.00	2463	rRNA_gi|194447306|ref|NC_011083.1|_4204442-4205971_DIR+	194447306	1	NA	NA	1	ID.2184
cluster_1.00_2463	1.00	2463	rRNA_gi|525814190|ref|NC_021810.1|_1138116-1139645_DIR+	525814190	1	NA	NA	1	ID.2184
cluster_1.00_2463	1.00	2463	rRNA_gi|559996969|ref|NC_021812.2|_4636995-4638524_DIR+	559996969	1	ID.2184	0	0	ID.2184
cluster_1.00_2464	1.00	2464	rRNA_gi|525945526|ref|NC_021844.1|_521689-523218_DIR+	525945526	1	ID.1702	0	0	ID.1702
cluster_1.00_2465	1.00	2465	rRNA_gi|62178570|ref|NC_006905.1|_4035209-4036738_DIR+	62178570	1	ID.3855	0	0	ID.3855
cluster_1.00_2466	1.00	2466	rRNA_gi|218547440|ref|NC_011740.1|_245197-246726_DIR+	218547440	1	ID.308	0	0	ID.308
cluster_1.00_2467	1.00	2467	rRNA_gi|218547440|ref|NC_011740.1|_481840-483369_DIR+	218547440	1	ID.1294	0	0	ID.1294
cluster_1.00_2468	1.00	2468	rRNA_gi|386707734|ref|NC_017664.1|_4162727-4164256_DIR+	386707734	1	ID.904	0	0	ID.904
cluster_1.00_2469	1.00	2469	rRNA_gi|260866153|ref|NC_013364.1|_4853949-4855478_DIR+	260866153	2	ID.1571	0	0	ID.1571
cluster_1.00_2469	1.00	2469	rRNA_gi|260866153|ref|NC_013364.1|_4895330-4896859_DIR+	260866153	2	NA	NA	1	ID.1571
cluster_1.00_2470	1.00	2470	rRNA_gi|386707734|ref|NC_017664.1|_4256358-4257887_DIR+	386707734	1	ID.4238	0	0	ID.4238
cluster_1.00_2471	1.00	2471	rRNA_gi|378710836|ref|NC_016902.1|_4858466-4859995_DIR-	378710836	1	NA	NA	1	ID.1458
cluster_1.00_2471	1.00	2471	rRNA_gi|386698504|ref|NC_017660.1|_811508-813037_DIR+	386698504	1	ID.1458	0	0	ID.1458
cluster_1.00_2471	1.00	2471	rRNA_gi|544388862|ref|NC_022364.1|_4083008-4084537_DIR+	544388862	1	NA	NA	1	ID.1458
cluster_1.00_2472	1.00	2472	rRNA_gi|440285501|ref|NC_020063.1|_4305662-4307191_DIR-	440285501	1	ID.2944	0	0	ID.2944
cluster_1.00_2473	1.00	2473	rRNA_gi|157159467|ref|NC_009800.1|_2769234-2770763_DIR-	157159467	1	ID.3280	0	0	ID.3280
cluster_1.00_2474	1.00	2474	rRNA_gi|386617516|ref|NC_017644.1|_216840-218369_DIR+	386617516	1	NA	NA	1	ID.4188
cluster_1.00_2474	1.00	2474	rRNA_gi|222154829|ref|NC_011993.1|_3987843-3989372_DIR+	222154829	2	NA	NA	1	ID.4188
cluster_1.00_2474	1.00	2474	rRNA_gi|222154829|ref|NC_011993.1|_2709767-2711296_DIR-	222154829	2	ID.4188	0	0	ID.4188
cluster_1.00_2474	1.00	2474	rRNA_gi|387615344|ref|NC_017634.1|_3962902-3964431_DIR+	387615344	1	NA	NA	1	ID.4188
cluster_1.00_2474	1.00	2474	rRNA_gi|387828053|ref|NC_013654.1|_241049-242578_DIR+	387828053	1	NA	NA	1	ID.4188
cluster_1.00_2475	1.00	2475	rRNA_gi|556550243|ref|NC_022648.1|_4564127-4565656_DIR+	556550243	5	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|556550243|ref|NC_022648.1|_4394804-4396333_DIR+	556550243	5	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|215485161|ref|NC_011601.1|_4497308-4498837_DIR+	215485161	1	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|556550243|ref|NC_022648.1|_3767914-3769443_DIR-	556550243	5	ID.109	0	0	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|386617516|ref|NC_017644.1|_4873614-4875143_DIR+	386617516	1	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|91209055|ref|NC_007946.1|_4202683-4204212_DIR+	91209055	2	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|387828053|ref|NC_013654.1|_4017282-4018811_DIR+	387828053	1	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|544574430|ref|NC_022370.1|_4204406-4205935_DIR+	544574430	1	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|556550243|ref|NC_022648.1|_4523859-4525388_DIR+	556550243	5	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|91209055|ref|NC_007946.1|_4456374-4457903_DIR+	91209055	2	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|386602643|ref|NC_017632.1|_4197652-4199181_DIR+	386602643	2	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|556550243|ref|NC_022648.1|_240960-242489_DIR+	556550243	5	NA	NA	1	ID.109
cluster_1.00_2475	1.00	2475	rRNA_gi|386602643|ref|NC_017632.1|_3944744-3946273_DIR+	386602643	2	NA	NA	1	ID.109
cluster_1.00_2476	1.00	2476	rRNA_gi|387605479|ref|NC_017626.1|_4682551-4684080_DIR+	387605479	2	NA	NA	1	ID.603
cluster_1.00_2476	1.00	2476	rRNA_gi|170018061|ref|NC_010468.1|_1181763-1183292_DIR+	170018061	1	NA	NA	1	ID.603
cluster_1.00_2476	1.00	2476	rRNA_gi|387605479|ref|NC_017626.1|_4407375-4408904_DIR+	387605479	2	ID.603	0	0	ID.603
cluster_1.00_2476	1.00	2476	rRNA_gi|386622414|ref|NC_017646.1|_3888022-3889551_DIR-	386622414	1	NA	NA	1	ID.603
cluster_1.00_2476	1.00	2476	rRNA_gi|218698419|ref|NC_011750.1|_3941602-3943131_DIR-	218698419	1	NA	NA	1	ID.603
cluster_1.00_2477	1.00	2477	rRNA_gi|386627502|ref|NC_017651.1|_4520901-4522430_DIR+	386627502	1	NA	NA	1	ID.3729
cluster_1.00_2477	1.00	2477	rRNA_gi|386632422|ref|NC_017652.1|_4520901-4522430_DIR+	386632422	1	ID.3729	0	0	ID.3729
cluster_1.00_2478	1.00	2478	rRNA_gi|387615344|ref|NC_017634.1|_4259204-4260733_DIR+	387615344	2	NA	NA	1	ID.4735
cluster_1.00_2478	1.00	2478	rRNA_gi|387615344|ref|NC_017634.1|_227845-229374_DIR+	387615344	2	NA	NA	1	ID.4735
cluster_1.00_2478	1.00	2478	rRNA_gi|386637352|ref|NC_017631.1|_4567929-4569458_DIR+	386637352	1	ID.4735	0	0	ID.4735
cluster_1.00_2479	1.00	2479	rRNA_gi|387615344|ref|NC_017634.1|_3444556-3446085_DIR-	387615344	2	NA	NA	1	ID.3233
cluster_1.00_2479	1.00	2479	rRNA_gi|222154829|ref|NC_011993.1|_4284146-4285675_DIR+	222154829	2	NA	NA	1	ID.3233
cluster_1.00_2479	1.00	2479	rRNA_gi|387615344|ref|NC_017634.1|_2717607-2719136_DIR-	387615344	2	NA	NA	1	ID.3233
cluster_1.00_2479	1.00	2479	rRNA_gi|222154829|ref|NC_011993.1|_3470326-3471855_DIR-	222154829	2	ID.3233	0	0	ID.3233
cluster_1.00_2480	1.00	2480	rRNA_gi|157144296|ref|NC_009792.1|_183765-185294_DIR+	157144296	2	NA	NA	1	ID.4122
cluster_1.00_2480	1.00	2480	rRNA_gi|157144296|ref|NC_009792.1|_4325578-4327107_DIR-	157144296	2	ID.4122	0	0	ID.4122
cluster_1.00_2481	1.00	2481	rRNA_gi|157144296|ref|NC_009792.1|_93802-95331_DIR+	157144296	3	ID.4547	0	0	ID.4547
cluster_1.00_2481	1.00	2481	rRNA_gi|157144296|ref|NC_009792.1|_2761181-2762710_DIR-	157144296	3	NA	NA	1	ID.4547
cluster_1.00_2481	1.00	2481	rRNA_gi|157144296|ref|NC_009792.1|_3645040-3646569_DIR-	157144296	3	NA	NA	1	ID.4547
cluster_1.00_2482	1.00	2482	rRNA_gi|117622295|ref|NC_008563.1|_3717943-3719472_DIR-	117622295	1	ID.1772	0	0	ID.1772
cluster_1.00_2482	1.00	2482	rRNA_gi|218556939|ref|NC_011742.1|_4150188-4151717_DIR+	218556939	1	NA	NA	1	ID.1772
cluster_1.00_2482	1.00	2482	rRNA_gi|544574430|ref|NC_022370.1|_3687181-3688710_DIR-	544574430	1	NA	NA	1	ID.1772
cluster_1.00_2483	1.00	2483	rRNA_gi|218556939|ref|NC_011742.1|_3632733-3634262_DIR-	218556939	1	ID.1173	0	0	ID.1173
cluster_1.00_2483	1.00	2483	rRNA_gi|386602643|ref|NC_017632.1|_3387083-3388612_DIR-	386602643	1	NA	NA	1	ID.1173
cluster_1.00_2483	1.00	2483	rRNA_gi|91209055|ref|NC_007946.1|_3645028-3646557_DIR-	91209055	1	NA	NA	1	ID.1173
cluster_1.00_2484	1.00	2484	rRNA_gi|544574430|ref|NC_022370.1|_228655-230184_DIR+	544574430	1	NA	NA	1	ID.3999
cluster_1.00_2484	1.00	2484	rRNA_gi|386597751|ref|NC_017628.1|_4315576-4317105_DIR+	386597751	1	ID.3999	0	0	ID.3999
cluster_1.00_2485	1.00	2485	rRNA_gi|283783779|ref|NC_013716.1|_2676388-2677917_DIR-	283783779	1	ID.3863	0	0	ID.3863
cluster_1.00_2486	1.00	2486	rRNA_gi|283783779|ref|NC_013716.1|_3975308-3976837_DIR-	283783779	1	ID.638	0	0	ID.638
cluster_1.00_2487	1.00	2487	rRNA_gi|283783779|ref|NC_013716.1|_3934006-3935535_DIR-	283783779	1	ID.4948	0	0	ID.4948
cluster_1.00_2488	1.00	2488	rRNA_gi|283783779|ref|NC_013716.1|_247923-249452_DIR+	283783779	1	ID.3018	0	0	ID.3018
cluster_1.00_2489	1.00	2489	rRNA_gi|194733902|ref|NC_011094.1|_4260689-4262218_DIR+	194733902	1	ID.597	0	0	ID.597
cluster_1.00_2490	1.00	2490	rRNA_gi|215485161|ref|NC_011601.1|_4351814-4353343_DIR+	215485161	1	ID.298	0	0	ID.298
cluster_1.00_2491	1.00	2491	rRNA_gi|387828053|ref|NC_013654.1|_4160130-4161659_DIR+	387828053	2	NA	NA	1	ID.1665
cluster_1.00_2491	1.00	2491	rRNA_gi|386617516|ref|NC_017644.1|_3524009-3525538_DIR-	386617516	2	NA	NA	1	ID.1665
cluster_1.00_2491	1.00	2491	rRNA_gi|387828053|ref|NC_013654.1|_2653510-2655039_DIR-	387828053	2	NA	NA	1	ID.1665
cluster_1.00_2491	1.00	2491	rRNA_gi|386617516|ref|NC_017644.1|_2731042-2732571_DIR-	386617516	2	ID.1665	0	0	ID.1665
cluster_1.00_2492	1.00	2492	rRNA_gi|386597751|ref|NC_017628.1|_3798096-3799625_DIR-	386597751	2	ID.213	0	0	ID.213
cluster_1.00_2492	1.00	2492	rRNA_gi|386597751|ref|NC_017628.1|_228447-229976_DIR+	386597751	2	NA	NA	1	ID.213
cluster_1.00_2492	1.00	2492	rRNA_gi|218556939|ref|NC_011742.1|_228530-230059_DIR+	218556939	1	NA	NA	1	ID.213
cluster_1.00_2493	1.00	2493	rRNA_gi|215485161|ref|NC_011601.1|_233733-235262_DIR+	215485161	1	ID.4211	0	0	ID.4211
cluster_1.00_2494	1.00	2494	rRNA_gi|386617516|ref|NC_017644.1|_3442507-3444036_DIR-	386617516	1	ID.4272	0	0	ID.4272
cluster_1.00_2494	1.00	2494	rRNA_gi|387828053|ref|NC_013654.1|_3385959-3387488_DIR-	387828053	1	NA	NA	1	ID.4272
cluster_1.00_2495	1.00	2495	rRNA_gi|117622295|ref|NC_008563.1|_4235480-4237009_DIR+	117622295	1	ID.14	1	0	ID.14
cluster_1.00_2496	1.00	2496	rRNA_gi|386602643|ref|NC_017632.1|_4989279-4990808_DIR+	386602643	1	ID.1757	0	0	ID.1757
cluster_1.00_2497	1.00	2497	rRNA_gi|544574430|ref|NC_022370.1|_4488363-4489892_DIR+	544574430	3	NA	NA	1	ID.4463
cluster_1.00_2497	1.00	2497	rRNA_gi|386602643|ref|NC_017632.1|_767073-768602_DIR+	386602643	2	NA	NA	1	ID.4463
cluster_1.00_2497	1.00	2497	rRNA_gi|386597751|ref|NC_017628.1|_4568496-4570025_DIR+	386597751	2	ID.4463	0	0	ID.4463
cluster_1.00_2497	1.00	2497	rRNA_gi|544574430|ref|NC_022370.1|_2916915-2918444_DIR-	544574430	3	NA	NA	1	ID.4463
cluster_1.00_2497	1.00	2497	rRNA_gi|544574430|ref|NC_022370.1|_2876741-2878270_DIR-	544574430	3	NA	NA	1	ID.4463
cluster_1.00_2497	1.00	2497	rRNA_gi|218556939|ref|NC_011742.1|_2772064-2773593_DIR-	218556939	1	NA	NA	1	ID.4463
